Gender,Age,Under30,SeniorCitizen,Married,Dependents,NumberofDependents,ReferredaFriend,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore,CustomerStatus,ChurnLabel,ChurnScore,CLTV,ChurnCategory,ChurnReason
Female,40,No,No,No,No,0,No,0,41,No Offer,Yes,37.46,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,0.0,0,1535.86,2342.81,3,Stayed,No,39,5678,Not Churned,Not Churned
Male,60,No,No,Yes,Yes,2,Yes,6,67,No Offer,Yes,14.41,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.65,1620.45,0.0,0,965.47,2585.92,5,Stayed,No,62,4444,Not Churned,Not Churned
Male,48,No,No,Yes,No,0,Yes,4,65,No Offer,Yes,41.2,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.95,0.0,0,2678.0,9490.95,3,Stayed,No,70,5089,Not Churned,Not Churned
Female,19,Yes,No,No,No,0,No,0,25,No Offer,Yes,28.05,Yes,Yes,Cable,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.35,1837.9,0.0,0,701.25,2539.15,4,Stayed,No,63,4855,Not Churned,Not Churned
Female,50,No,No,Yes,No,0,Yes,6,67,No Offer,Yes,17.72,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,109.7,7344.45,0.0,0,1187.24,8531.69,4,Stayed,No,24,4017,Not Churned,Not Churned
Female,37,No,No,No,No,0,No,0,24,No Offer,Yes,35.56,No,Yes,Fiber Optic,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,2283.15,0.0,0,853.44,3136.59,3,Stayed,No,42,3667,Not Churned,Not Churned
Male,29,Yes,No,Yes,Yes,1,Yes,2,69,No Offer,Yes,23.55,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.2,1376.5,0.0,0,1624.95,3001.45,3,Stayed,No,78,5463,Not Churned,Not Churned
Female,28,Yes,No,No,Yes,3,No,0,37,No Offer,Yes,10.23,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.3,755.4,0.0,0,378.51,1133.91,3,Stayed,No,43,4186,Not Churned,Not Churned
Male,33,No,No,Yes,Yes,1,Yes,4,20,No Offer,No,0.0,No,Yes,Cable,22,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.4,825.4,0.0,0,0.0,825.4,3,Stayed,No,29,3899,Not Churned,Not Churned
Male,54,No,No,No,No,0,No,0,7,No Offer,Yes,21.12,No,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.15,488.65,0.0,0,147.84,636.49,3,Stayed,No,20,4320,Not Churned,Not Churned
Male,50,No,No,No,No,0,No,0,41,No Offer,No,0.0,No,Yes,Cable,8,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,51.35,2075.1,0.0,80,0.0,2155.1,5,Stayed,No,59,5622,Not Churned,Not Churned
Female,36,No,No,No,No,0,No,0,54,No Offer,Yes,34.27,No,Yes,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,5299.65,0.0,0,1850.58,7150.23,4,Stayed,No,69,4478,Not Churned,Not Churned
Female,59,No,No,No,No,0,No,0,53,No Offer,Yes,33.88,No,Yes,Fiber Optic,6,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,94.45,5042.75,0.0,0,1795.64,6838.39,4,Stayed,No,64,5452,Not Churned,Not Churned
Male,25,Yes,No,Yes,Yes,2,Yes,2,18,No Offer,No,0.0,No,Yes,DSL,59,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,46.4,812.4,0.0,0,0.0,812.4,5,Stayed,No,35,4003,Not Churned,Not Churned
Male,61,No,No,Yes,No,0,Yes,1,64,No Offer,Yes,4.76,No,Yes,Fiber Optic,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.05,6605.55,0.0,0,304.64,6910.19,4,Stayed,No,36,4337,Not Churned,Not Churned
Female,41,No,No,No,No,0,No,0,20,No Offer,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.9,505.95,0.0,0,0.0,505.95,5,Stayed,No,20,5942,Not Churned,Not Churned
Male,37,No,No,Yes,Yes,3,Yes,7,57,No Offer,Yes,14.55,No,Yes,DSL,58,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,3509.4,0.0,70,829.35,4408.75,3,Stayed,No,28,4778,Not Churned,Not Churned
Male,58,No,No,Yes,Yes,3,No,0,13,No Offer,No,0.0,No,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.55,590.35,0.0,0,0.0,590.35,3,Stayed,No,27,2898,Not Churned,Not Churned
Male,60,No,No,Yes,Yes,2,Yes,8,57,No Offer,Yes,29.64,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.75,1123.15,0.0,0,1689.48,2812.63,3,Stayed,No,68,4937,Not Churned,Not Churned
Male,50,No,No,Yes,No,0,Yes,8,71,No Offer,Yes,27.16,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.15,7953.25,0.0,0,1928.36,9881.61,3,Stayed,No,75,4068,Not Churned,Not Churned
Female,56,No,No,Yes,Yes,2,Yes,1,7,Offer E,Yes,9.1,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.8,349.8,0.0,0,63.7,413.5,4,Stayed,No,51,4785,Not Churned,Not Churned
Female,56,No,No,No,No,0,No,0,16,No Offer,Yes,42.73,Yes,Yes,DSL,23,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,63.05,1067.05,0.0,10,683.68,1760.73,3,Stayed,No,73,3214,Not Churned,Not Churned
Male,21,Yes,No,Yes,No,0,Yes,8,34,No Offer,Yes,33.55,Yes,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.85,3527.3,0.0,0,1140.7,4668.0,5,Stayed,No,76,5891,Not Churned,Not Churned
Male,58,No,No,No,No,0,No,0,16,No Offer,Yes,34.18,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1248.9,0.0,0,546.88,1795.78,4,Stayed,No,24,5183,Not Churned,Not Churned
Male,39,No,No,No,Yes,3,No,0,48,No Offer,Yes,26.24,Yes,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,64.4,3035.35,0.0,0,1259.52,4294.87,4,Stayed,No,45,2545,Not Churned,Not Churned
Male,54,No,No,Yes,Yes,2,Yes,9,58,No Offer,Yes,35.35,No,Yes,DSL,29,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.2,4300.8,0.0,0,2050.3,6351.1,4,Stayed,No,46,4559,Not Churned,Not Churned
Female,36,No,No,Yes,No,0,Yes,7,72,No Offer,Yes,1.34,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.9,6065.3,0.0,0,96.48,6161.78,4,Stayed,No,65,4447,Not Churned,Not Churned
Female,51,No,No,No,No,0,No,0,7,No Offer,Yes,7.32,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,144.95,0.0,0,51.24,196.19,5,Stayed,No,57,4764,Not Churned,Not Churned
Female,52,No,No,No,No,0,No,0,30,No Offer,Yes,4.22,No,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,74.65,2308.6,0.0,50,126.6,2485.2,3,Stayed,No,59,5616,Not Churned,Not Churned
Male,33,No,No,Yes,No,0,No,0,31,No Offer,Yes,28.72,Yes,Yes,Cable,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,59.05,1882.8,0.0,0,890.32,2773.12,5,Stayed,No,59,5841,Not Churned,Not Churned
Male,32,No,No,Yes,No,0,Yes,4,50,No Offer,Yes,46.91,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.55,1067.65,0.0,0,2345.5,3413.15,3,Stayed,No,78,4745,Not Churned,Not Churned
Male,31,No,No,Yes,No,0,Yes,10,28,No Offer,Yes,21.91,No,Yes,Fiber Optic,5,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.55,2065.4,0.0,0,613.48,2678.88,3,Stayed,No,71,2085,Not Churned,Not Churned
Female,52,No,No,No,No,0,No,0,66,No Offer,No,0.0,No,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,62.5,4136.4,0.0,0,0.0,4136.4,4,Stayed,No,57,4165,Not Churned,Not Churned
Female,25,Yes,No,Yes,Yes,3,Yes,2,41,No Offer,Yes,43.19,No,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,3848.0,0.0,0,1770.79,5618.79,3,Stayed,No,53,3539,Not Churned,Not Churned
Female,29,Yes,No,No,No,0,No,0,7,Offer E,Yes,16.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,173.15,0.0,0,113.4,286.55,3,Stayed,No,46,2750,Not Churned,Not Churned
Female,26,Yes,No,Yes,Yes,2,Yes,6,38,No Offer,Yes,2.86,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.45,781.25,0.0,0,108.68,889.93,4,Stayed,No,43,5587,Not Churned,Not Churned
Male,25,Yes,No,No,No,0,No,0,44,No Offer,Yes,38.33,No,Yes,Fiber Optic,41,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.05,4510.8,0.0,0,1686.52,6197.32,3,Stayed,No,60,4588,Not Churned,Not Churned
Male,58,No,No,Yes,Yes,1,Yes,7,47,No Offer,Yes,9.19,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,5317.8,0.0,0,431.93,5749.73,3,Stayed,No,35,3729,Not Churned,Not Churned
Male,25,Yes,No,Yes,Yes,2,Yes,5,53,No Offer,Yes,24.33,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,4779.45,0.0,0,1289.49,6068.94,3,Stayed,No,27,4700,Not Churned,Not Churned
Male,49,No,No,Yes,No,0,Yes,7,4,Offer E,Yes,10.13,Yes,Yes,DSL,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.6,250.1,0.0,0,40.52,290.62,4,Stayed,No,44,4552,Not Churned,Not Churned
Male,25,Yes,No,No,No,0,No,0,24,No Offer,Yes,38.68,No,Yes,DSL,73,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.7,1167.8,0.0,0,928.32,2096.12,5,Stayed,No,48,5832,Not Churned,Not Churned
Male,59,No,No,Yes,Yes,2,Yes,8,15,No Offer,No,0.0,No,Yes,Cable,16,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,469.65,0.0,0,0.0,469.65,4,Stayed,No,78,5825,Not Churned,Not Churned
Female,45,No,No,No,No,0,No,0,24,No Offer,Yes,30.18,No,Yes,DSL,4,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.35,1381.2,0.0,0,724.32,2105.52,4,Stayed,No,42,5128,Not Churned,Not Churned
Female,39,No,No,No,No,0,No,0,33,No Offer,Yes,49.69,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,107.55,3645.5,0.0,0,1639.77,5285.27,3,Stayed,No,33,4800,Not Churned,Not Churned
Female,48,No,No,Yes,Yes,3,Yes,9,58,Offer B,Yes,11.81,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.85,1158.85,0.0,0,684.98,1843.83,4,Stayed,No,46,6440,Not Churned,Not Churned
Female,26,Yes,No,Yes,Yes,3,Yes,9,72,No Offer,Yes,11.85,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.9,6954.15,0.0,0,853.2,7807.35,3,Stayed,No,30,4213,Not Churned,Not Churned
Female,55,No,No,Yes,No,0,Yes,4,71,No Offer,Yes,21.19,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.85,1672.1,0.0,0,1504.49,3176.59,5,Stayed,No,77,6166,Not Churned,Not Churned
Male,20,Yes,No,Yes,No,0,Yes,5,51,Offer B,Yes,6.89,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.85,4307.1,0.0,0,351.39,4658.49,3,Stayed,No,53,5703,Not Churned,Not Churned
Male,24,Yes,No,No,Yes,3,No,0,14,No Offer,Yes,36.73,No,Yes,Cable,52,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.1,1054.8,0.0,0,514.22,1569.02,3,Stayed,No,33,2045,Not Churned,Not Churned
Female,61,No,No,Yes,Yes,3,Yes,9,72,No Offer,Yes,21.84,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.55,5430.65,0.0,0,1572.48,7003.13,3,Stayed,No,25,4703,Not Churned,Not Churned
Female,53,No,No,Yes,Yes,1,Yes,4,22,No Offer,No,0.0,No,Yes,DSL,19,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,39.2,849.9,0.0,50,0.0,899.9,4,Stayed,No,25,3288,Not Churned,Not Churned
Female,45,No,No,No,No,0,No,0,2,Offer E,Yes,25.56,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.55,151.75,0.0,0,51.12,202.87,4,Joined,No,24,5965,Not Churned,Not Churned
Female,48,No,No,No,No,0,No,0,15,No Offer,Yes,39.87,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,299.4,0.0,0,598.05,897.45,5,Stayed,No,35,3195,Not Churned,Not Churned
Male,40,No,No,Yes,Yes,1,Yes,1,51,Offer B,Yes,28.96,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.55,1086.75,0.0,0,1476.96,2563.71,4,Stayed,No,40,5974,Not Churned,Not Churned
Male,47,No,No,Yes,No,0,Yes,1,70,No Offer,No,0.0,No,Yes,DSL,18,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.15,2692.75,0.0,0,0.0,2692.75,3,Stayed,No,60,5840,Not Churned,Not Churned
Female,45,No,No,Yes,Yes,2,Yes,1,71,No Offer,Yes,31.03,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.1,1389.6,0.0,0,2203.13,3592.73,3,Stayed,No,23,5043,Not Churned,Not Churned
Female,35,No,No,Yes,Yes,3,Yes,1,39,No Offer,Yes,24.38,Yes,Yes,Fiber Optic,53,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.95,3767.4,0.0,0,950.82,4718.22,3,Stayed,No,43,4447,Not Churned,Not Churned
Female,27,Yes,No,Yes,Yes,1,Yes,1,61,Offer B,Yes,26.7,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,59.8,3641.5,0.0,100,1628.7,5370.2,3,Stayed,No,53,5381,Not Churned,Not Churned
Female,33,No,No,No,No,0,No,0,52,Offer B,Yes,38.93,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,2535.55,0.0,0,2024.36,4559.91,3,Stayed,No,26,6334,Not Churned,Not Churned
Male,27,Yes,No,Yes,No,0,Yes,1,64,Offer B,Yes,4.01,Yes,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.5,6880.85,0.0,0,256.64,7137.49,3,Stayed,No,22,4576,Not Churned,Not Churned
Male,47,No,No,Yes,No,0,Yes,1,62,Offer B,Yes,33.7,No,Yes,Cable,15,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,60.15,3753.2,0.0,0,2089.4,5842.6,5,Stayed,No,80,4404,Not Churned,Not Churned
Male,64,No,No,Yes,No,0,Yes,1,30,No Offer,Yes,11.38,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.05,637.55,0.0,0,341.4,978.95,4,Stayed,No,28,2347,Not Churned,Not Churned
Female,27,Yes,No,No,No,0,No,0,1,Offer E,Yes,23.04,No,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,44.55,0.0,0,23.04,67.59,5,Joined,No,45,5825,Not Churned,Not Churned
Male,59,No,No,Yes,No,0,Yes,1,15,No Offer,Yes,18.6,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,103.45,1539.8,0.0,140,279.0,1958.8,5,Stayed,No,53,5640,Not Churned,Not Churned
Male,47,No,No,Yes,Yes,3,Yes,1,27,No Offer,Yes,15.71,No,Yes,Fiber Optic,53,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.65,2209.75,0.0,0,424.17,2633.92,3,Stayed,No,31,5856,Not Churned,Not Churned
Female,31,No,No,No,Yes,3,No,0,4,Offer E,No,0.0,No,Yes,Cable,52,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,57.2,223.75,0.0,0,0.0,223.75,3,Stayed,No,26,2421,Not Churned,Not Churned
Female,48,No,No,Yes,No,0,Yes,1,72,No Offer,Yes,39.74,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.75,7751.7,0.0,0,2861.28,10612.98,4,Stayed,No,34,4848,Not Churned,Not Churned
Female,33,No,No,No,No,0,No,0,36,No Offer,Yes,44.87,No,Yes,Cable,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,76.35,2606.35,0.0,0,1615.32,4221.67,5,Stayed,No,38,4771,Not Churned,Not Churned
Male,24,Yes,No,No,No,0,No,0,1,Offer E,Yes,49.51,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.9,18.9,0.0,0,49.51,68.41,4,Joined,No,69,4480,Not Churned,Not Churned
Female,33,No,No,Yes,No,0,No,0,71,No Offer,Yes,3.09,No,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.4,5969.3,0.0,0,219.39,6188.69,5,Stayed,No,21,5619,Not Churned,Not Churned
Male,27,Yes,No,Yes,Yes,1,Yes,4,10,No Offer,Yes,4.16,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.4,253.9,0.0,0,41.6,295.5,5,Stayed,No,54,4458,Not Churned,Not Churned
Male,55,No,No,Yes,Yes,1,Yes,4,20,No Offer,Yes,3.87,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,400.0,0.0,0,77.4,477.4,4,Stayed,No,24,4328,Not Churned,Not Churned
Female,57,No,No,No,No,0,No,0,4,Offer E,Yes,38.96,No,Yes,DSL,10,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,55.5,227.35,0.0,0,155.84,383.19,4,Stayed,No,66,2328,Not Churned,Not Churned
Male,49,No,No,No,No,0,No,0,2,Offer E,Yes,22.56,No,Yes,Fiber Optic,15,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.2,198.5,0.0,10,45.12,253.62,3,Joined,No,23,4855,Not Churned,Not Churned
Female,30,No,No,No,No,0,No,0,29,No Offer,Yes,15.06,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,554.25,0.0,0,436.74,990.99,3,Stayed,No,35,2265,Not Churned,Not Churned
Male,56,No,No,No,No,0,No,0,13,No Offer,Yes,46.92,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4,251.65,0.0,0,609.96,861.61,5,Stayed,No,54,2486,Not Churned,Not Churned
Female,60,No,No,Yes,No,0,Yes,4,59,Offer B,Yes,16.39,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,5597.65,0.0,0,967.01,6564.66,3,Stayed,No,26,5238,Not Churned,Not Churned
Male,41,No,No,Yes,No,0,Yes,10,18,Offer D,Yes,45.92,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,768.05,0.0,0,826.56,1594.61,3,Stayed,No,44,2935,Not Churned,Not Churned
Female,22,Yes,No,Yes,Yes,2,Yes,8,17,Offer D,Yes,44.9,No,Yes,DSL,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,74.55,1215.8,0.0,0,763.3,1979.1,3,Stayed,No,22,4451,Not Churned,Not Churned
Male,55,No,No,Yes,No,0,Yes,10,47,Offer B,Yes,14.14,No,Yes,DSL,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,73.6,3522.65,0.0,0,664.58,4187.23,4,Stayed,No,51,4795,Not Churned,Not Churned
Male,51,No,No,Yes,Yes,2,Yes,10,19,Offer D,Yes,9.47,Yes,Yes,DSL,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,50.1,910.45,0.0,120,179.93,1210.38,5,Stayed,No,76,5749,Not Churned,Not Churned
Female,27,Yes,No,Yes,No,0,Yes,8,2,Offer E,Yes,36.05,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.85,52.0,0.0,0,72.1,124.1,5,Joined,No,80,4107,Not Churned,Not Churned
Male,23,Yes,No,No,No,0,No,0,7,Offer E,No,0.0,No,Yes,Cable,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,24.35,150.85,0.0,0,0.0,150.85,4,Stayed,No,26,4665,Not Churned,Not Churned
Female,49,No,No,No,No,0,No,0,18,Offer D,Yes,10.67,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,389.25,0.0,0,192.06,581.31,4,Stayed,No,28,2386,Not Churned,Not Churned
Female,46,No,No,Yes,No,0,No,0,71,No Offer,Yes,44.84,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.05,1873.7,0.0,0,3183.64,5057.34,5,Stayed,No,52,6334,Not Churned,Not Churned
Male,38,No,No,Yes,No,0,Yes,8,72,No Offer,Yes,16.5,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,103.75,7346.2,0.0,130,1188.0,8664.2,4,Stayed,No,45,4655,Not Churned,Not Churned
Male,35,No,No,Yes,Yes,3,Yes,4,66,No Offer,No,0.0,No,Yes,Cable,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.75,3708.4,0.0,0,0.0,3708.4,3,Stayed,No,46,5748,Not Churned,Not Churned
Male,19,Yes,No,Yes,Yes,2,Yes,6,24,Offer C,Yes,25.84,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.8,469.65,0.0,0,620.16,1089.81,5,Stayed,No,48,4654,Not Churned,Not Churned
Female,20,Yes,No,Yes,Yes,2,Yes,2,56,Offer B,Yes,31.53,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1385.85,0.0,0,1765.68,3151.53,3,Stayed,No,52,5577,Not Churned,Not Churned
Female,27,Yes,No,No,No,0,No,0,42,Offer B,Yes,22.08,No,Yes,Cable,26,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,59.65,2536.55,0.0,0,927.36,3463.91,3,Stayed,No,80,3048,Not Churned,Not Churned
Female,28,Yes,No,Yes,Yes,3,Yes,3,72,No Offer,Yes,24.48,Yes,Yes,Cable,69,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,83.3,6042.7,0.0,80,1762.56,7885.26,3,Stayed,No,61,4505,Not Churned,Not Churned
Female,47,No,No,No,No,0,No,0,12,Offer D,Yes,21.93,Yes,Yes,Fiber Optic,16,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,958.25,0.0,0,263.16,1221.41,3,Stayed,No,62,3445,Not Churned,Not Churned
Male,24,Yes,No,Yes,No,0,Yes,2,71,No Offer,Yes,33.61,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.45,1730.65,0.0,0,2386.31,4116.96,3,Stayed,No,72,4766,Not Churned,Not Churned
Female,42,No,No,Yes,No,0,Yes,10,26,Offer C,Yes,1.75,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.2,459.6,0.0,0,45.5,505.1,3,Stayed,No,39,3656,Not Churned,Not Churned
Female,33,No,No,No,Yes,2,No,0,7,No Offer,No,0.0,No,Yes,Cable,19,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,201.95,0.0,0,0.0,201.95,3,Stayed,No,56,4236,Not Churned,Not Churned
Female,41,No,No,Yes,Yes,1,Yes,1,6,No Offer,Yes,29.41,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.5,285.2,0.0,0,176.46,461.66,4,Stayed,No,51,5450,Not Churned,Not Churned
Male,61,No,No,Yes,No,0,Yes,9,51,No Offer,No,0.0,No,Yes,DSL,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.05,1529.45,0.0,0,0.0,1529.45,4,Stayed,No,21,5045,Not Churned,Not Churned
